"Variable","type","Minimum Target","filter","name","Achieved","Percent to Goal"
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Eastern Shore Islands",0.1,1
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Port Hebert Bird Sanctuary",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Machias Seal Island Bird Sanctuary",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Grand Manan Bird Sanctuary",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Sable River Bird Sanctuary",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Port Joli Bird Sanctuary",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Musquash Estuary Marine Protected Area",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Kejimkujik Seaside National Park and Historic Site",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Boot Island National Wildlife Area",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","John Lusby Marsh National Wildlife Area",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Long Eddy",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Bras d’Or Lake",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Salmon Rivers",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Western/Emerald Banks Marine Refuge",2.9,29
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Northeast Channel Coral Marine Refuge",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Emerald Basin Sponge Marine Refuge",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Sambro Bank Sponge Marine Refuge",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Corsair and Georges Canyons Marine Refuge",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Eastern Canyons Marine Refuge",0.25,2.5
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Southwest Bank",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Western Jordan Basin",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Georges Bank",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","LaHave Basin",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Scotian Gulf",0.18,1.8
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Central Scotian Slope, Rise and Abyss",0.26,2.6
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Inner Shelf Sea Pen Field",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Sable Island Bank",0.68,6.8
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Canso Bank and Channels",5.45,54.5
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Misaine Bank and Laurentian Channel",1.43,14.3
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Eastern Shoal",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Cold Seeps",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Fundian Channel-Browns Bank",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Logan Canyon",0.98,9.8
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","St. Anns Bank Marine Protected Area ",1.36,13.6
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Jordan Basin Marine Refuge",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Bay of Fundy Horse Mussel Aggregations",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Gully Marine Protected Area",1.51,15.1
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Pemsɨk",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Southern Bight",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Cobequid Bay",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Chignecto Bay",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","West Isles and Passages",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Chebogue",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","LaHave Islands",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Sambro Ledges - Prospect",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Brier Island",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","South Grand Manan",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Eel Bay",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","McNutts Island",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Martinique Beach & Musquodoboit Harbour ",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","St. Mary’s (Napu’saqnuk) River and Estuary",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Country Island",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Canso Ledges - Sugar Harbour Islands",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","MacNamaras Islands",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Fleur de Lis Coast",0.01,0.1
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Ingonish",0.13,1.3
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Aspy Bay",0,0
"Medium Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Big Glace Bay Lake Migratory Bird Sanctuary",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Bird Islands",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Eastern Shore Islands",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Port Hebert Bird Sanctuary",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Machias Seal Island Bird Sanctuary",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Grand Manan Bird Sanctuary",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Sable River Bird Sanctuary",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Port Joli Bird Sanctuary",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Musquash Estuary Marine Protected Area",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Kejimkujik Seaside National Park and Historic Site",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Boot Island National Wildlife Area",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","John Lusby Marsh National Wildlife Area",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Long Eddy",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Bras d’Or Lake",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Salmon Rivers",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Western/Emerald Banks Marine Refuge",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Northeast Channel Coral Marine Refuge",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Emerald Basin Sponge Marine Refuge",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Sambro Bank Sponge Marine Refuge",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Corsair and Georges Canyons Marine Refuge",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Eastern Canyons Marine Refuge",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Southwest Bank",1.4,14
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Western Jordan Basin",0.87,8.7
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Georges Bank",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","LaHave Basin",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Scotian Gulf",0.39,3.9
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Central Scotian Slope, Rise and Abyss",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Inner Shelf Sea Pen Field",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Sable Island Bank",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Canso Bank and Channels",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Misaine Bank and Laurentian Channel",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Eastern Shoal",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Cold Seeps",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Fundian Channel-Browns Bank",14.81,100
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Logan Canyon",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","St. Anns Bank Marine Protected Area ",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Jordan Basin Marine Refuge",0.18,1.8
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Bay of Fundy Horse Mussel Aggregations",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Gully Marine Protected Area",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Pemsɨk",0.17,1.7
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Southern Bight",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Cobequid Bay",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Chignecto Bay",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","West Isles and Passages",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Chebogue",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","LaHave Islands",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Sambro Ledges - Prospect",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Brier Island",0.08,0.8
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","South Grand Manan",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Eel Bay",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","McNutts Island",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Martinique Beach & Musquodoboit Harbour ",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","St. Mary’s (Napu’saqnuk) River and Estuary",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Country Island",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Canso Ledges - Sugar Harbour Islands",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","MacNamaras Islands",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Fleur de Lis Coast",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Ingonish",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Aspy Bay",0,0
"Medium Benthic Benthivores (West) ","Invertebrate functional group",10,"Coarse-filter","Big Glace Bay Lake Migratory Bird Sanctuary",0,0
"Small Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Bird Islands",0,0
"Small Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Eastern Shore Islands",0,0
"Small Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Port Hebert Bird Sanctuary",0,0
"Small Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Machias Seal Island Bird Sanctuary",0,0
"Small Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Grand Manan Bird Sanctuary",0,0
"Small Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Sable River Bird Sanctuary",0,0
"Small Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Port Joli Bird Sanctuary",0,0
"Small Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Musquash Estuary Marine Protected Area",0,0
"Small Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Kejimkujik Seaside National Park and Historic Site",0,0
"Small Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Boot Island National Wildlife Area",0,0
"Small Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","John Lusby Marsh National Wildlife Area",0,0
"Small Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Long Eddy",0,0
"Small Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Bras d’Or Lake",0,0
"Small Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Salmon Rivers",0,0
"Small Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Western/Emerald Banks Marine Refuge",0.08,0.8
"Small Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Northeast Channel Coral Marine Refuge",0,0
"Small Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Emerald Basin Sponge Marine Refuge",0,0
"Small Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Sambro Bank Sponge Marine Refuge",0,0
"Small Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Corsair and Georges Canyons Marine Refuge",0,0
"Small Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Eastern Canyons Marine Refuge",0.37,3.7
"Small Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Southwest Bank",0,0
"Small Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Western Jordan Basin",0,0
"Small Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Georges Bank",0,0
"Small Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","LaHave Basin",0,0
"Small Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Scotian Gulf",0,0
"Small Benthic Benthivores (East) ","Invertebrate functional group",10,"Coarse-filter","Central Scotian Slope, Rise and Abyss",0.2,2
